asset_id,day,date,Hydrogen,Oxigen,Nitrogen,Methane,CO,CO2,Ethylene,Ethane,Acethylene,DBDS,Power factor,Interfacial V,Dielectric rigidity,Water content,top_oil_temp_c,load_pct,vibration_g,health_index,RUL_days
TX-101,0,2026-06-15,13.463271812785388,9593.113635876061,36231.95884515099,35.64486146360446,197.7210508469025,832.7874818429977,2.5877593921543802,16.301185575649402,0.11486508342406886,0.5271577134152597,0.0018003470878133919,35.23216132306672,60.17502871371109,12.218688596729013,67.61428633384457,76.78876439019746,0.056789135630718954,13.4,180.0
TX-101,1,2026-06-16,15.202737208466674,10144.559699344993,36262.57645167708,22.7345521591553,193.70823196502215,862.3701876565764,2.680561075878329,14.449715497546633,0.12989882622468793,0.45670844421533785,0.002290483506377444,33.317130228384194,59.49767245502134,12.162753065105006,66.75866699407783,80.68981263834284,0.057933472351999256,14.0,177.81
TX-101,2,2026-06-17,13.953824783254687,9768.824103667717,36715.951762514305,29.084140892459192,174.6895861175779,809.3370228797215,2.5402738569991943,15.994321488107529,0.10284851472141131,0.5345242677033885,0.0018718242060990398,35.15853969107671,60.93838559095101,11.690653460279762,66.37032571267224,69.7045924714668,0.04636946153434929,13.4,180.0
TX-101,3,2026-06-18,13.854786318005013,9402.08017720548,35973.944961571164,27.71398207428728,200.55485125105827,938.4597327124727,3.223265588014972,16.330770217945574,0.09803029030981153,0.4788350843977923,0.0019760845367280803,33.31266556604197,57.82933129136537,10.677300387645598,62.008259517195555,78.1981938137875,0.04094520944639939,16.0,170.51
TX-101,4,2026-06-19,13.865512337881832,10649.614148893033,34287.472057877145,33.768902876069966,181.73427156847515,883.5649953705896,2.524988972544709,14.321933848198874,0.11680616274914792,0.41363397884038255,0.0021303270930637572,35.23773560233228,59.10877506645481,10.553942145611545,65.2163885231416,70.76405832748958,0.052326762113547046,14.47,176.0945
TX-101,5,2026-06-20,15.06555643657033,10800.889445660458,34521.28874505395,24.984168829058845,204.0937941599672,917.5997347177412,3.6795937876202185,16.670222491829158,0.10713742118299019,0.5731651445609781,0.001643371083703145,34.36024846725025,58.61013608789171,11.610190196844233,60.869941557331074,80.08120757451523,0.04777777302901227,15.07,173.9045
TX-101,6,2026-06-21,10.587581116492027,9492.210459396229,35627.02769490039,34.312620390073704,240.54455558684475,1133.1089972805864,3.207204716637998,13.020923759936272,0.05735907438537382,0.5133855731171918,0.0017561176714069023,34.58464273982032,59.08185480141029,11.859209113583615,68.19794069236293,76.25638853956276,0.04841365162961312,14.5,175.985
TX-101,7,2026-06-22,11.893038741522565,9162.658527647822,34027.38418185334,29.873406054943835,236.07019231677484,910.4219617178309,3.4913697555115286,14.001408802921695,0.07630112467165952,0.4517441618883814,0.0017824321806392742,37.128469732435164,58.76791998116342,12.838489203736344,62.29121846573892,82.45258410299395,0.053849509661058635,14.88,174.598
TX-101,8,2026-06-23,14.530086307025728,9979.618736932283,33690.42460914122,32.393011074879475,191.71358073052974,801.9515388986201,2.3610312128401905,15.34517583544424,0.1315818251282087,0.5079995806786719,0.0019644085021670353,35.28582613960254,61.95900261256024,12.219382501363857,63.76721830749879,83.85030968047911,0.05428756438461614,13.4,180.0
TX-101,9,2026-06-24,19.607267975987977,10091.617218610952,32551.061936559,23.342185329674383,233.9334652741385,1037.8932576626637,2.9102403933586998,14.233625357728025,0.12922888584484404,0.4446477158978256,0.0017315818943132522,35.643326794689045,59.40809231571062,11.99487813327993,64.50967130442646,77.70059639039147,0.06407481861313717,14.11,177.4085
