asset_id,day,date,Hydrogen,Oxigen,Nitrogen,Methane,CO,CO2,Ethylene,Ethane,Acethylene,DBDS,Power factor,Interfacial V,Dielectric rigidity,Water content,top_oil_temp_c,load_pct,vibration_g,health_index,RUL_days,risk_tier,criticality,archetype
TX-101,89,2026-09-12,14.2900235260443,9109.630946218265,33393.51981609659,34.565440644101905,216.9575921302173,774.635339981165,2.6378287402958995,13.836557301595507,0.09269060811771551,0.4312043205699224,0.0018114886675641565,34.27138951474047,61.15729988964288,12.809121310990244,64.56256862573355,71.86368163303415,0.05139924312039114,13.4,180.0,LOW,Medium,Stable
TX-102,89,2026-09-12,14.973198396324088,9137.322868996149,32482.387080631328,35.74360329804053,193.18894692962266,811.2957620049568,3.114730182229215,13.955175137137953,0.09058356684448929,0.5369663012837451,0.001651479992319696,34.09463478731817,60.231119988223305,12.969409790748205,68.71448090446955,69.67950623710702,0.05937376966919648,13.4,180.0,MEDIUM,Low,Stable
TX-103,89,2026-09-12,18.891171589473476,9429.907636425662,34135.77647909398,31.090419725892126,242.83200470593806,866.1853612118139,2.6669920930198017,13.898366165332412,0.13317794335222627,0.35938265032469896,0.001699178596355424,37.73128870915955,60.886323110237456,10.89401505066078,64.87424605347569,75.5396365285429,0.05846125245905606,13.4,180.0,MEDIUM,Low,Stable
TX-104,89,2026-09-12,14.59057886436494,10723.856491637034,38349.36933348279,360.8827179123716,998.0930432300789,2898.201065190425,152.43007030245357,204.45365088050602,0.08970802321431703,0.46612454415596816,0.017061481797096073,36.28709225994691,44.975506755969526,11.198561220244803,96.96134123781319,89.6548248355612,0.06763492310559743,129.86,1.0,MEDIUM,Critical,Progressive_Thermal
TX-105,89,2026-09-12,16.779658142112332,10384.241868670299,34820.51772254134,32.890654919368814,216.1504286964479,916.045531085348,2.9286709433678517,12.10941010353774,0.11198348313559978,0.5021086849570575,0.0018759152442947879,36.27776636359166,57.85824955063003,13.644036315364886,64.9331801640966,77.54014542802318,0.046049558854697296,15.97,170.6195,MEDIUM,High,Stable
TX-106,89,2026-09-12,10.04757821182925,10326.82837279282,32923.41409930696,32.47902259561274,230.86276192626318,846.238645714709,2.8659481534878037,12.393266780167968,0.09223285782097605,0.6287011812636686,0.0022333799492331324,34.735269581106394,59.08246794572743,11.957366604343566,65.39015225658092,71.64744234283394,0.055300591957711295,14.5,175.985,MEDIUM,Medium,Stable
TX-107,89,2026-09-12,1248.9702748858394,9683.942353530152,35541.62831376203,33.35749764250124,204.3385737083397,829.5055032411105,196.56348900759846,14.088185159650685,2790.280268874065,0.5156769790802834,0.028083757238281083,35.9795176008872,26.4267043800889,30.15618664346004,90.90882661183713,73.68403308741664,0.05030131029251634,7290.9,1.0,HIGH,Critical,Electrical_Arcing
TX-108,89,2026-09-12,10.301439687238569,10641.889449032735,37803.73125526645,28.0361678129061,206.19906873925675,827.5363250751217,2.9397366527711406,15.21565829488171,0.09297233881769143,0.4090554302304573,0.0018257362054729933,35.703518763554044,59.68665068610613,11.672559372438295,62.207670364907706,70.11958904641907,0.0640894810658196,13.78,178.613,LOW,Low,Stable
TX-109,89,2026-09-12,14.17786584305223,9284.631371199728,30294.495387436848,45.18681384302511,214.77346622708305,910.9433404865836,3.139319880156908,12.137322103535126,0.08410256018073907,0.5871665063995621,0.0021975041857556655,34.23640234237207,58.15977700787514,11.484305891055433,64.05370805833137,91.39316828677363,0.04811732624034045,15.61,171.9335,MEDIUM,Medium,Stable
TX-110,89,2026-09-12,15.872538004240763,10770.645235908085,32941.42216739924,37.076104196830876,208.64995907135253,758.7668289271975,2.552636572185936,13.087065334392456,0.09366944429718747,0.5209757144223353,0.0025546768511724295,33.568854205081514,59.272833904620015,11.10401914708929,61.19606161553211,75.76358149287653,0.050014799911868475,14.27,176.8245,MEDIUM,High,Stable
TX-111,89,2026-09-12,16.212308248691258,10412.002856870842,34231.83359279441,38.03156492514222,215.9055756705272,908.9787745473566,3.3016732921889846,13.648479170737938,0.05782491568079158,0.4696651815465111,0.0022242370871726506,35.08021603968896,59.79474829098319,11.152159929222272,59.13252252225039,86.39876496651833,0.04792105258188393,13.65,179.0875,MEDIUM,Low,Stable
TX-112,89,2026-09-12,348.89221358216435,10687.369982534989,35708.838810659414,106.80128528275888,195.5013124566044,844.6059558864025,3.0487911204642346,15.619846349198697,13.187946416256107,0.4272793623546499,0.011881941811798278,35.23752674683135,47.94951064165531,11.577590613925015,60.31396665401236,74.3335957528173,0.48193195474909833,99.21,2.1580000000000013,HIGH,Critical,Shock_PD
TX-113,89,2026-09-12,13.14668961740948,10678.991389225914,36957.40093692243,33.150643067766,224.31396340142743,807.6009331447614,2.9595528129902258,17.5895682189145,0.08645716361739661,0.4500833347503124,0.002023581185851007,35.10205701109779,60.97135814976003,10.621847562760356,57.35186968879811,82.36985541951096,0.039170180267952506,13.4,180.0,MEDIUM,Low,Stable
TX-114,89,2026-09-12,11.255972989263405,9753.730942193159,36241.125403262165,38.063591175862285,193.56970535848362,812.2047604047162,3.975492470150527,14.980464107009984,0.10182937870643947,0.46303044724491754,0.002064566068562116,36.71509567654017,60.3815479032854,13.064963249139344,65.08695156960898,66.79357447500846,0.04316763330707007,13.4,180.0,MEDIUM,Low,Stable
TX-115,89,2026-09-12,14.528336140827564,10493.75898036558,35440.078094573466,69.73973703265234,215.06090974122654,903.6927584970449,18.182784563403377,14.96925499787564,0.08549205457715317,0.4316648431230692,0.006094233220580517,34.46648148663562,54.68075198272337,15.827304334148321,66.27409768030978,67.8107640662125,0.0673829535180845,20.66,153.501,MEDIUM,Critical,Intervention_Recovery
TX-116,89,2026-09-12,13.203804005772044,9932.884467243312,33168.63260965248,31.27517005888997,210.89958049182587,902.0828050105916,2.762930526347042,14.01856847858727,0.10690341183966745,0.4920356534824918,0.001654459098449339,33.102713954026896,59.10676726960369,10.617731263283538,62.4932900344118,71.61355799204848,0.04853900827109468,14.47,176.0945,LOW,High,Stable
TX-117,89,2026-09-12,6.824861876233847,10412.106177816779,32796.78835858987,33.629472883543066,219.06039742721612,989.611078364503,3.4451076750338383,15.11178998490322,0.092390469776871,0.4962805334998702,0.0016651995456148587,34.788312050520716,59.563956527565374,11.211781506163918,59.776420345724425,64.78451105916601,0.018498884495010727,13.92,178.102,MEDIUM,Low,Stable
TX-118,89,2026-09-12,14.701163016166117,9676.298395841657,34379.44482837883,32.17123636757985,193.23183556128555,915.3816098074661,3.271992265672386,15.130158136195961,0.11441455558632363,0.3913529308160442,0.001824189514186966,35.8923309089036,58.70347039054422,10.999940940355133,64.62119543028402,74.86144775378732,0.04465303070427578,14.96,174.306,MEDIUM,Low,Stable
